train/loss_step,epoch,created_at,train/loss_epoch,val/loss_step/epoch_10,val/loss_epoch,val/loss_step/epoch_11
2.0208382606506348,10.0,2024-05-21 02:29:49.018874,,,,
2.2026469707489014,10.0,2024-05-21 02:45:04.589528,,,,
2.2161881923675537,10.0,2024-05-21 03:00:19.722061,,,,
1.4708192348480225,10.0,2024-05-21 03:09:48.323894,,,,
1.9121853113174438,10.0,2024-05-21 03:19:18.322440,,,,
2.136552572250366,10.0,2024-05-21 03:34:33.579944,,,,
,10.0,2024-05-21 03:34:33.670767,1.845979928970337,,,
,,2024-05-21 03:40:43.962647,,2.3001341819763184,,
,,2024-05-21 03:40:44.095402,,2.4194681644439697,,
,,2024-05-21 03:40:44.246013,,2.5915427207946777,,
,,2024-05-21 03:40:44.375690,,2.683213710784912,,
,,2024-05-21 03:40:44.524957,,2.4869256019592285,,
,,2024-05-21 03:40:44.668111,,2.594792366027832,,
,,2024-05-21 03:40:44.817256,,2.509823799133301,,
,,2024-05-21 03:40:44.924976,,2.5807347297668457,,
,,2024-05-21 03:40:45.043485,,2.5408143997192383,,
,,2024-05-21 03:40:45.170555,,2.6079044342041016,,
,,2024-05-21 03:40:45.297695,,2.1002509593963623,,
,,2024-05-21 03:40:45.408910,,2.634687662124634,,
,,2024-05-21 03:40:45.554773,,2.621241807937622,,
,,2024-05-21 03:40:45.709703,,2.7904880046844482,,
,,2024-05-21 03:40:45.834215,,2.63218355178833,,
,,2024-05-21 03:40:45.961693,,2.799731731414795,,
,,2024-05-21 03:40:46.082031,,2.4703235626220703,,
,,2024-05-21 03:40:46.262823,,2.7155375480651855,,
,,2024-05-21 03:40:46.397000,,2.7413809299468994,,
,,2024-05-21 03:40:46.550742,,2.4487810134887695,,
,,2024-05-21 03:40:46.729697,,2.572848081588745,,
,,2024-05-21 03:40:46.886206,,2.21364688873291,,
,,2024-05-21 03:40:47.069696,,2.645660400390625,,
,,2024-05-21 03:40:47.248949,,2.832380533218384,,
,,2024-05-21 03:40:47.437706,,2.5344440937042236,,
,,2024-05-21 03:40:47.597751,,2.6443710327148438,,
,,2024-05-21 03:40:47.765459,,2.629582166671753,,
,,2024-05-21 03:40:47.935233,,2.7806384563446045,,
,,2024-05-21 03:40:48.090839,,1.960736870765686,,
,,2024-05-21 03:40:48.240863,,2.7554991245269775,,
