train/loss_step,epoch,created_at,train/loss_epoch,val/loss_step/epoch_0,val/loss_epoch,val/loss_step/epoch_1,val/loss_step/epoch_2,val/loss_step/epoch_3,val/loss_step/epoch_4,val/loss_step/epoch_5,val/loss_step/epoch_6,val/loss_step/epoch_7,val/loss_step/epoch_8,val/loss_step/epoch_9
2.8303656578063965,0.0,2024-05-20 14:02:14.603048,,,,,,,,,,,,
2.863457441329956,0.0,2024-05-20 14:11:43.239602,,,,,,,,,,,,
2.6871042251586914,0.0,2024-05-20 14:21:18.138651,,,,,,,,,,,,
2.94610333442688,0.0,2024-05-20 14:25:46.093482,,,,,,,,,,,,
2.7611334323883057,0.0,2024-05-20 14:30:14.550131,,,,,,,,,,,,
2.7404539585113525,0.0,2024-05-20 14:39:46.182837,,,,,,,,,,,,
,0.0,2024-05-20 14:39:46.291907,2.7687759399414062,,,,,,,,,,,
,,2024-05-20 14:44:50.969121,,2.989241600036621,,,,,,,,,,
,,2024-05-20 14:44:51.087089,,2.6479594707489014,,,,,,,,,,
,,2024-05-20 14:44:51.206053,,2.842705488204956,,,,,,,,,,
,,2024-05-20 14:44:51.312288,,2.9149422645568848,,,,,,,,,,
,,2024-05-20 14:44:51.445727,,2.770869016647339,,,,,,,,,,
,,2024-05-20 14:44:51.565735,,2.8994405269622803,,,,,,,,,,
,,2024-05-20 14:44:51.671198,,2.834549903869629,,,,,,,,,,
,,2024-05-20 14:44:51.780036,,2.7697463035583496,,,,,,,,,,
,,2024-05-20 14:44:51.908336,,2.880256414413452,,,,,,,,,,
,,2024-05-20 14:44:52.003508,,2.8090262413024902,,,,,,,,,,
,,2024-05-20 14:44:52.121515,,2.540937662124634,,,,,,,,,,
,,2024-05-20 14:44:52.259607,,2.9513602256774902,,,,,,,,,,
,,2024-05-20 14:44:52.429804,,2.821366786956787,,,,,,,,,,
,,2024-05-20 14:44:52.581727,,2.814223289489746,,,,,,,,,,
,,2024-05-20 14:44:52.713727,,2.8180689811706543,,,,,,,,,,
,,2024-05-20 14:44:52.821741,,2.807931423187256,,,,,,,,,,
,,2024-05-20 14:44:52.944441,,2.879286289215088,,,,,,,,,,
,,2024-05-20 14:44:53.072442,,2.8228514194488525,,,,,,,,,,
,,2024-05-20 14:44:53.192562,,2.870497941970825,,,,,,,,,,
,,2024-05-20 14:44:53.321303,,2.723019599914551,,,,,,,,,,
,,2024-05-20 14:44:53.440157,,2.910788059234619,,,,,,,,,,
,,2024-05-20 14:44:53.559952,,2.531583309173584,,,,,,,,,,
,,2024-05-20 14:44:53.680455,,2.8197994232177734,,,,,,,,,,
,,2024-05-20 14:44:53.792334,,2.8893775939941406,,,,,,,,,,
,,2024-05-20 14:44:53.901257,,2.8213694095611572,,,,,,,,,,
,,2024-05-20 14:44:54.005747,,2.788454532623291,,,,,,,,,,
,,2024-05-20 14:44:54.113739,,2.7575185298919678,,,,,,,,,,
,,2024-05-20 14:44:54.224432,,2.778347969055176,,,,,,,,,,
,,2024-05-20 14:44:54.325735,,2.1839590072631836,,,,,,,,,,
,,2024-05-20 14:44:54.445742,,2.86568546295166,,,,,,,,,,
,,2024-05-20 14:44:54.564658,,2.7389655113220215,,,,,,,,,,
,,2024-05-20 14:44:54.661434,,2.5674703121185303,,,,,,,,,,
,,2024-05-20 14:44:54.784193,,2.655733585357666,,,,,,,,,,
,,2024-05-20 14:44:54.917721,,2.3948357105255127,,,,,,,,,,
,,2024-05-20 14:44:55.062435,,2.554011106491089,,,,,,,,,,
,,2024-05-20 14:44:55.179373,,2.5883638858795166,,,,,,,,,,
,,2024-05-20 14:44:55.289094,,2.7106826305389404,,,,,,,,,,
,,2024-05-20 14:44:55.389737,,2.2843005657196045,,,,,,,,,,
,,2024-05-20 14:44:55.469668,,2.872706651687622,,,,,,,,,,
,,2024-05-20 14:44:55.575980,,2.867432117462158,,,,,,,,,,
,,2024-05-20 14:44:55.689005,,2.766620397567749,,,,,,,,,,
,,2024-05-20 14:44:55.797731,,2.7855467796325684,,,,,,,,,,
,,2024-05-20 14:44:55.907457,,2.8980541229248047,,,,,,,,,,
,,2024-05-20 14:44:56.025738,,2.745131254196167,,,,,,,,,,
,,2024-05-20 14:44:56.127616,,2.7970807552337646,,,,,,,,,,
,,2024-05-20 14:44:56.257737,,2.7889344692230225,,,,,,,,,,
