train/loss_step,epoch,created_at
2.8303656578063965,0,2024-05-20 10:09:59.669057
2.863457202911377,0,2024-05-20 10:11:52.636850
2.6871044635772705,0,2024-05-20 10:13:45.294735
2.946103096008301,0,2024-05-20 10:14:22.769375
