train/loss_step,epoch,created_at
2.8303656578063965,0,2024-05-20 12:57:55.260555
2.863457441329956,0,2024-05-20 13:05:00.573035
2.6871042251586914,0,2024-05-20 13:12:04.315600
2.94610333442688,0,2024-05-20 13:15:20.367495
