train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_0,val/aeloss_step/epoch_0,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,val/rec_loss_step/epoch_1,val/aeloss_step/epoch_1,val/rec_loss_step/epoch_2,val/aeloss_step/epoch_2,val/rec_loss_step/epoch_3,val/aeloss_step/epoch_3,val/rec_loss_step/epoch_4,val/aeloss_step/epoch_4,val/rec_loss_step/epoch_5,val/aeloss_step/epoch_5,val/rec_loss_step/epoch_6,val/aeloss_step/epoch_6,val/rec_loss_step/epoch_7,val/aeloss_step/epoch_7,val/rec_loss_step/epoch_8,val/aeloss_step/epoch_8,val/rec_loss_step/epoch_9,val/aeloss_step/epoch_9,val/rec_loss_step/epoch_10,val/aeloss_step/epoch_10,val/rec_loss_step/epoch_11,val/aeloss_step/epoch_11,val/rec_loss_step/epoch_12,val/aeloss_step/epoch_12
0.3524039387702942,0.3524039387702942,0.06214385852217674,0.29026007652282715,0.29026007652282715,-0.0058813029900193214,0.800000011920929,0.0,0.873447597026825,0.0,-1.0142344236373901,-0.8670779466629028,0.0,2024-05-15 08:11:55.501887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.39869898557662964,0.39869898557662964,0.17270758748054504,0.2259914129972458,0.2259914129972458,-0.00403179507702589,0.800000011920929,0.0,1.0677779912948608,0.0,-1.0866546630859375,-1.016945481300354,0.0,2024-05-15 08:12:18.562059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5405851602554321,0.5405851602554321,0.3759814500808716,0.16460373997688293,0.16460373997688293,-0.004525523167103529,0.800000011920929,0.0,1.0120995044708252,0.0,-1.0662587881088257,-1.0250437259674072,0.0,2024-05-15 08:12:41.970160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6288896203041077,0.6288896203041077,0.4428037405014038,0.18608586490154266,0.18608586490154266,-0.006739101372659206,0.800000011920929,0.0,0.7185644507408142,0.0,-0.9883735775947571,-0.7947524189949036,0.0,2024-05-15 08:13:00.703361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9009013772010803,0.9009013772010803,0.6748458743095398,0.22605550289154053,0.22605550289154053,-0.00383690744638443,0.800000011920929,0.0,0.8647202849388123,0.0,-1.0284099578857422,-0.8894848227500916,0.0,2024-05-15 08:13:19.360342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.799009382724762,0.799009382724762,0.6183152794837952,0.1806941032409668,0.1806941032409668,-0.0016338009154424071,0.800000011920929,0.0,1.07053804397583,0.0,-1.139980673789978,-1.0958994626998901,0.0,2024-05-15 08:13:42.494994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8277685642242432,0.8277685642242432,0.6651966571807861,0.16257193684577942,0.16257193684577942,-0.0009533892734907568,0.800000011920929,0.0,1.0795462131500244,0.0,-1.0998668670654297,-1.062475323677063,0.0,2024-05-15 08:14:01.129765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9956091046333313,0.9956091046333313,0.7894604206085205,0.2061486691236496,0.2061486691236496,-0.0034539750777184963,0.800000011920929,0.0,1.0530312061309814,0.0,-1.0182167291641235,-1.0512077808380127,0.0,2024-05-15 08:14:19.726172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1856812238693237,1.1856812238693237,0.9868321418762207,0.19884903728961945,0.19884903728961945,-0.005469039082527161,0.800000011920929,0.0,0.9679328799247742,0.0,-1.0032485723495483,-0.9112507104873657,0.0,2024-05-15 08:14:38.366124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2332319021224976,1.2332319021224976,1.0510621070861816,0.18216975033283234,0.18216975033283234,-0.002930218819528818,0.800000011920929,0.0,1.0136096477508545,0.0,-1.1380136013031006,-1.0241951942443848,0.0,2024-05-15 08:14:56.955764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
